"TimeStamp","RocketName","freq","counter","state","gps_latitude","gps_longitude","altitude","apogee","voltageMon","last_ack","last_nack","RSSI","SNR","PacketLength"
"14:48:29","<2>",921,230,"IDLE_SAFE",15.034983,100.915798,118.8839,9.2219,0,3,0,-118,-8,72
"14:48:31","<2>",921,231,"IDLE_SAFE",15.034983,100.915798,118.9579,9.2219,0,3,0,-116,-7,72
"14:48:33","<2>",921,232,"IDLE_SAFE",15.034983,100.915798,119.1063,9.2219,0,3,0,-115,-5.75,72
"14:48:35","<2>",921,233,"IDLE_SAFE",15.034983,100.915798,118.8433,9.2219,0,3,0,-120,-10.75,72
"14:48:37","<2>",921,234,"IDLE_SAFE",15.034983,100.915798,118.9276,9.2219,"0$00",3,0,-122,-12.5,72
"14:48:39","<2>",921,235,"IDLE_SAFE",15.034983,100.915798,119.1094,9.2219,0,3,0,-114,-5.25,72
"14:48:41","<2>",921,236,"IDLE_SAFE",15.034983,100.915798,119.2152,9.2219,0,3,0,-117,-7,72
"14:48:43","<2>",921,237,"IDLE_SAFE",15.034983,100.915798,119.3036,9.2219,0,3,0,-117,-7,72
"14:48:45","<2>",921,238,"IDLE_SAFE",15.034983,100.915798,119.1341,9.2219,0,3,0,-115,-5.5,72
"14:48:47","<2>",921,239,"IDLE_SAFE",15.034983,100.915798,119.2378,9.2219,0,3,0,-115,-5.75,72
"14:48:49","<2>",921,240,"IDLE_SAFE",15.034983,100.915798,119.0611,9.2219,0,3,0,-118,-9,72
"14:48:51","<2>",921,241,"IDLE_SAFE",15.034983,100.915798,119.2615,9.2219,0,3,0,-112,-3,72
"14:48:53","<2>",921,242,"IDLE_SAFE",15.034983,100.915798,119.1402,9.2219,0,3,0,-116,-6,72
"14:48:55","<2>",921,242,"IDLE_SAFE",15.034983,100.915798,119.1402,9.2219,0,3,0,-116,-6,72
"14:49:01","<2>",921,246,"IDLE_SAFE",15.034983,100.915798,119.2384,9.2219,0,3,0,-117,-7,72
"14:49:03","<2>",921,246,"IDLE_SAFE",15.034983,100.915798,119.2384,9.2219,0,3,0,-117,-7,72
"14:49:05","<2>",921,248,"IDLE_SAFE",15.034983,100.915798,119.0745,9.2219,0,3,0,-114,-5.25,72
"14:49:07","<2>",921,249,"IDLE_SAFE",15.034983,100.915798,119.3956,9.2219,0,3,0,-116,-6.5,72
"14:49:09","<2>",921,250,"IDLE_SAFE",15.034983,100.915798,119.3067,9.2219,0,3,0,-117,-7.75,72
"14:49:11","<2>",921,251,"IDLE_SAFE",15.034983,100.915798,119.3432,9.2219,0,3,0,-120,-10.75,72
"14:49:13","<2>",921,252,"IDLE_SAFE",15.034983,100.915798,119.3375,9.2219,0,3,0,-120,-10.75,72
"14:49:15","<2>",921,253,"IDLE_SAFE",15.034983,100.915798,119.2805,9.2219,0,3,0,-119,-10,72
"14:49:17","<2>",921,254,"IDLE_SAFE",15.034983,100.915798,119.3103,9.2219,0,3,0,-119,-9.75,72
"14:49:23","<2>",921,1,"IDLE_SAFE",15.034983,100.915798,119.1741,9.2219,0,3,0,-120,-10.25,70
"14:49:25","<2>",921,2,"IDLE_SAFE",15.034983,100.915798,119.5101,9.2219,0,3,0,-120,-10.25,70
"14:49:27","<2>",921,3,"IDLE_SAFE",15.034983,100.915798,119.13,9.2219,0,3,0,-121,-12,70
"14:49:37","<2>",921,8,"IDLE_SAFE",15.034983,100.915798,119.264,9.2219,0,3,0,-116,-7.25,70
"14:49:39","<2>",921,9,"IDLE_SAFE",15.034983,100.915798,119.0221,9.2219,0,3,0,-119,-9,70
"14:49:41","<2>",921,10,"IDLE_SAFE",15.034983,100.915798,119.581,9.2219,0,3,0,-120,-10.75,71
"14:49:43","<2>",921,11,"IDLE_SAFE",15.034983,100.915798,119.4022,9.2219,"1.0Q",3,"��",-125,-16,71
"14:49:45","<2>",921,12,"IDLE_SAFE",15.034983,100.915798,119.2378,9.2219,0,3,0,-116,-7,71
"14:49:47","<2>",921,13,"IDLE_SAFE",15.034983,100.915798,119.1865,9.2219,0,3,0,-110,-1.75,71
"14:49:49","<2>",921,14,"IDLE_SAFE",15.034983,100.915798,119.6468,9.2219,0,3,0,-108,0.75,71
"14:49:51","<2>",921,15,"IDLE_SAFE",15.034983,100.915798,119.6976,9.2219,0,3,0,-112,-2.25,71
"14:49:53","<2>",921,16,"IDLE_SAFE",15.034983,100.915798,119.4747,9.2219,0,3,0,-114,-5,71
"14:49:55","<2>",921,17,"IDLE_SAFE",15.034983,100.915798,119.3863,9.2219,0,3,0,-113,-3.5,71
"14:49:57","<2>",921,18,"IDLE_SAFE",15.034983,100.915798,119.2507,9.2219,0,3,0,-117,-7.5,71
"14:49:59","<2>",921,19,"IDLE_SAFE",15.034983,100.915798,119.4731,9.2219,0,3,0,-120,-10.5,71
"14:50:05","<2>",921,22,"IDLE_SAFE",15.034983,100.915798,119.5019,9.2219,0,3,0,-108,0.5,71
"14:50:07","<2>",921,23,"IDLE_SAFE",15.034983,100.915798,119.2969,9.2219,0,3,0,-109,0.5,71
"14:50:09","<2>",921,24,"IDLE_SAFE",15.034983,100.915798,119.7356,9.2219,0,3,0,-113,-3.75,71
"14:50:11","<2>",921,25,"IDLE_SAFE",15.034983,"100��1�798",119.4983,9.2219,0,3,0,-118,-8.5,71
"14:50:13","<2>",921,26,"IDLE_SAFE",15.034983,100.915798,119.5384,9.2219,0,3,0,-111,-2.5,71
"14:50:15","<2>",921,27,"IDLE_SAFE",15.034983,100.915798,119.6694,9.2219,0,3,"p�Z",-125,-16.25,71
"14:50:17","<2>",921,28,"IDLE_SAFE",15.034983,100.915798,119.6802,9.2219,0,3,0,-121,-11.5,71
"14:50:19","<2>",921,29,"IDLE_SAFE",15.034983,100.915798,119.618,9.2219,0,3,0,-119,-9.25,71
"14:50:21","<2>",921,30,"IDLE_SAFE",15.034983,100.915798,119.5153,9.2219,0,3,0,-114,-4.25,71
"14:50:23","<2>",921,31,"IDLE_SAFE",15.034983,100.915798,119.448,9.2219,0,3,0,-113,-3.5,71
"14:50:25","<2>",921,32,"IDLE_SAFE",15.034983,100.915798,119.5076,9.2219,0,3,0,-114,-5.25,71
"14:50:27","<2>",921,33,"IDLE_SAFE",15.034983,100.915798,119.3611,9.2219,0,3,0,-113,-3.75,71
"14:50:29","<2>",921,34,"IDLE_SAFE",15.034983,100.915798,119.3678,9.2219,0,3,0,-112,-2.5,71
"14:50:31","<2>",921,35,"IDLE_SAFE",15.034983,100.915798,119.5579,9.2219,0,3,0,-113,-3.75,71
"14:50:33","<2>",921,36,"IDLE_SAFE",15.034983,100.915798,119.6452,9.2219,0,3,0,-110,-1.5,71
"14:50:35","<2>",921,37,"IDLE_SAFE",15.034983,100.915798,119.2327,9.2219,0,3,0,-111,-2.25,71
"14:50:37","<2>",921,38,"IDLE_SAFE",15.034983,100.915798,119.4546,9.2219,0,3,0,-111,-2.25,71
"14:50:39","<2>",921,39,"IDLE_SAFE",15.034983,100.915798,119.5759,9.2219,0,3,0,-113,-4,71
"14:50:41","<2>",921,40,"IDLE_SAFE",15.034983,100.915798,119.6781,9.2219,0,3,0,-121,-11.75,71
"14:50:43","<2>",921,41,"IDLE_SAFE",15.034983,100.915798,119.5086,9.2219,0,3,0,-114,-4.25,71
"14:50:45","<2>",921,41,"IDLE_SAFE",15.034983,100.915798,119.5086,9.2219,0,3,0,-114,-4.25,71
"14:50:47","<2>",921,43,"IDLE_SAFE",15.034983,100.915798,119.1685,9.2219,0,3,0,-110,-1.5,71
"14:50:49","<2>",921,44,"IDLE_SAFE",15.034983,100.915798,119.5296,9.2219,0,3,0,-122,-12.75,71
"14:50:51","<2>",921,45,"IDLE_SAFE",15.034983,100.915798,119.3509,9.2219,0,3,0,-114,-4.75,71
"14:50:53","<2>",921,46,"IDLE_SAFE",15.034983,100.915798,119.4428,9.2219,0,3,0,-120,-10.75,71
"14:50:55","<2>",921,47,"IDLE_SAFE",15.034983,100.915798,119.6868,9.2219,0,3,0,-118,-8.25,71
"14:50:57","<2>",921,48,"IDLE_SAFE",15.034983,100.915798,119.4454,9.2219,0,3,0,-113,-3.5,71
"14:50:59","<2>",921,49,"IDLE_SAFE",15.034983,100.915798,119.5877,9.2219,0,3,0,-117,-8,71
"14:51:01","<2>",921,50,"IDLE_SAFE",15.034983,100.915798,119.9242,9.2219,0,3,0,-117,-7.5,71
"14:51:03","<2>",921,51,"IDLE_SAFE",15.034983,100.915798,119.7269,9.2219,0,3,0,-122,-12.25,71
"14:51:07","<2>",921,53,"IDLE_SAFE",15.034983,100.915798,119.6812,9.2219,0,3,0,-117,-7.25,71
"14:51:09","<2>",921,54,"IDLE_SAFE",15.034983,100.915798,119.6334,9.2219,0,3,0,-123,-14,71
"14:51:11","<2>",921,55,"IDLE_SAFE",15.034983,100.915798,119.7798,9.2219,0,3,0,-122,-13.25,71
"14:54:09","<2>",921,144,"IDLE_SAFE",15.034983,100.915798,119.7243,9.2219,0,3,0,-105,2.75,72
"14:54:11","<2>",921,145,"IDLE_SAFE",15.034983,100.915798,119.9293,9.2219,0,3,0,-107,1.75,72
"14:54:13","<2>",921,146,"IDLE_SAFE",15.034983,100.915798,119.8338,9.2219,0,3,0,-109,-0.25,72
"14:54:15","<2>",921,147,"IDLE_SAFE",15.034983,100.915798,119.6874,9.2219,0,3,0,-107,1.25,72
"14:54:17","<2>",921,148,"IDLE_SAFE",15.034983,100.915798,119.825,9.2219,0,3,0,-108,1,72
"14:54:20","<2>",921,149,"IDLE_SAFE",15.034983,100.915798,119.5101,9.2219,0,3,0,-108,0.25,72
"14:54:21","<2>",921,150,"IDLE_SAFE",15.034983,100.915798,119.3092,9.2219,0,3,0,-121,-12,72
"14:54:23","<2>",921,151,"IDLE_SAFE",15.034983,100.915798,119.7567,9.2219,0,3,0,-110,-1,72
"14:54:25","<2>",921,152,"IDLE_SAFE",15.034983,100.915798,119.7809,9.2219,0,1,0,-125,-16.5,72
"14:54:27","<2>",921,153,"IDLE_SAFE",15.034983,100.915798,119.7994,9.2219,0,3,0,-110,-0.75,72
"14:54:30","<2>",921,154,"IDLE_SAFE",15.034983,100.915798,119.5949,9.2219,0,3,0,-110,-1,72
"14:54:31","<2>",921,155,"IDLE_SAFE",15.034983,100.915798,119.6874,9.2219,0,3,0,-112,-2.5,72
"14:54:33","<2>",921,156,"IDLE_SAFE",15.034983,100.915798,119.8096,9.2219,0,3,0,-110,-1.5,72
"14:54:35","<2>",921,157,"IDLE_SAFE",15.034983,100.915798,119.7593,9.2219,0,3,0,-109,-0.75,72
"14:54:37","<2>",921,158,"IDLE_SAFE",15.034983,100.915798,119.4418,9.2219,0,3,0,-114,-5,72
"14:54:39","<2>",921,159,"IDLE_SAFE",15.034983,100.915798,119.5836,9.2219,0,3,0,-115,-6.25,72
"14:54:41","<2>",921,160,"IDLE_SAFE",15.034983,100.915798,119.6863,9.2219,0,3,0,-111,-3.25,72
"14:54:43","<2>",921,161,"IDLE_SAFE",15.034983,100.915798,119.8096,9.2219,0,3,0,-114,-5.25,72
"14:54:46","<2>",921,162,"IDLE_SAFE",15.034983,100.915798,119.6601,9.2219,0,3,0,-114,-5.75,72
"14:54:48","<2>",921,162,"IDLE_SAFE",15.034983,100.915798,119.6601,9.2219,0,3,0,-114,-5.75,72
"14:54:49","<2>",921,164,"IDLE_SAFE",15.034983,100.915798,119.8651,9.2219,0,3,0,-116,-7.25,72
"14:54:53","<2>",921,166,"IDLE_SAFE",15.034983,100.915798,119.4849,9.2219,0,3,0,-115,-6.5,72
"14:54:59","<2>",921,169,"IDLE_SAFE",15.034983,100.915798,119.5615,9.2219,0,3,0,-114,-5.25,72
"14:55:03","<2>",921,171,"IDLE_SAFE",15.034983,100.915798,119.5707,9.2219,0,3,0,-124,-15.25,72
"14:55:05","<2>",921,172,"IDLE_SAFE",15.034983,100.915798,119.7531,9.2219,0,3,0,-113,-4,72
"14:55:08","<2>",921,172,"IDLE_SAFE",15.034983,100.915798,119.7531,9.2219,0,3,0,-113,-4,72
"14:55:09","<2>",921,174,"IDLE_SAFE",15.034983,100.915798,119.4901,9.2219,0,3,0,-116,-7.25,72
"14:55:11","<2>",921,175,"IDLE_SAFE",15.034983,100.915798,119.6612,9.2219,0,3,0,-114,-5.5,72
"14:55:13","<2>",921,176,"IDLE_SAFE",15.034983,100.915798,119.6612,9.2219,0,3,0,-118,-8.75,72
"14:55:15","<2>",921,177,"IDLE_SAFE",15.034983,100.915798,119.5923,9.2219,0,3,0,-114,-5.5,72
"14:55:17","<2>",921,178,"IDLE_SAFE",15.034983,100.915798,119.5081,9.2219,0,3,0,-117,-8.5,72
"14:55:23","<2>",921,181,"IDLE_SAFE",15.034983,100.915798,119.4783,9.2219,0,3,0,-119,-10.75,72
"14:55:25","<2>",921,182,"IDLE_SAFE",15.034983,100.915798,119.5877,9.2219,0,3,0,-120,-11.25,72
"14:55:27","<2>",921,183,"IDLE_SAFE",15.034983,100.915798,119.544,9.2219,0,3,0,-118,-10,72
"14:55:29","<2>",921,184,"IDLE_SAFE",15.034983,100.915798,119.544,9.2219,0,3,0,-114,-5,72
"14:55:32","<2>",921,185,"IDLE_SAFE",15.034983,100.915798,119.4146,9.2219,0,3,0,-114,-5,72
"14:55:33","<2>",921,186,"IDLE_SAFE",15.034983,100.915798,119.5101,9.2219,0,3,0,-112,-4,72
"14:55:36","<2>",921,187,"IDLE_SAFE",15.034983,100.915798,119.4772,9.2219,0,3,0,-112,-3.5,72
"14:55:37","<2>",921,188,"IDLE_SAFE",15.034983,100.915798,119.7588,9.2219,0,3,0,-117,-8,72
"14:55:39","<2>",921,189,"IDLE_SAFE",15.034983,100.915798,119.7362,9.2219,0,3,0,-121,-12.25,72
"14:55:41","<2>",921,190,"IDLE_SAFE",15.034983,100.915798,"119.61�0",9.2219,0.1,3,"V",-124,-16.25,72
"14:55:43","<2>",921,191,"IDLE_SAFE",15.034983,100.915798,119.7588,9.2219,0,3,0,-112,-3.25,72
"14:55:45","<2>",921,192,"IDLE_SAFE",15.034983,100.915798,119.7875,9.2219,0,3,0,-111,-2.5,72
"14:55:47","<2>",921,193,"IDLE_SAFE",15.034983,100.915798,119.7547,9.2219,0,3,0,-112,-4,72
"14:55:49","<2>",921,194,"IDLE_SAFE",15.034983,100.915798,120.0136,9.2219,0,3,0,-110,-1.5,72
"14:55:51","<2>",921,195,"IDLE_SAFE",15.034983,100.915798,119.8189,9.2219,0,3,0,-113,-4.25,72
"14:55:53","<2>",921,196,"IDLE_SAFE",15.034983,100.915798,119.731,9.2219,0,3,0,-110,-1.75,72
"14:55:55","<2>",921,197,"IDLE_SAFE",15.034983,100.915798,119.7927,9.2219,0,3,0,-114,-5.75,72
"14:55:59","<2>",921,199,"IDLE_SAFE",15.034983,100.915798,120.0557,9.2219,0,3,0,-118,-9.25,72
"14:56:01","<2>",921,200,"IDLE_SAFE",15.034983,100.915798,119.6719,9.2219,0,3,0,-119,-10.75,72
"14:56:08","<2>",921,203,"IDLE_SAFE",15.034983,100.915798,119.6206,9.2219,0,3,0,-114,-5.5,72
"14:56:09","<2>",921,204,"IDLE_SAFE",15.034983,100.915798,119.6827,9.2219,0,3,0,-115,-6.5,72
"14:56:11","<2>",921,205,"IDLE_SAFE",15.034983,100.915798,119.7598,9.2219,0,3,0,-107,0.75,72
"14:56:13","<2>",921,206,"IDLE_SAFE",15.034983,100.915798,119.6755,9.2219,0,3,0,-104,2.75,72
"14:56:15","<2>",921,207,"IDLE_SAFE",15.034983,100.915798,119.785,9.2219,0,3,0,-108,-0.25,72
"14:56:17","<2>",921,208,"IDLE_SAFE",15.034983,100.915798,119.5903,9.2219,0,3,0,-101,4.5,72
"14:56:19","<2>",921,209,"IDLE_SAFE",15.034983,100.915798,119.5677,9.2219,0,3,0,-98,4,72
"14:56:21","<2>",921,210,"IDLE_SAFE",15.034983,100.915798,119.506,9.2219,0,3,0,-100,5.25,72
"14:56:23","<2>",921,211,"IDLE_SAFE",15.034983,100.915798,119.4762,9.2219,0,3,0,-98,4,72
"14:56:25","<2>",921,212,"IDLE_SAFE",15.034983,100.915798,119.8528,9.2219,0,3,0,-96,5.75,72
"14:56:27","<2>",921,213,"IDLE_SAFE",15.034983,100.915798,119.7028,9.2219,0,3,0,-95,6.75,72
"14:56:29","<2>",921,214,"IDLE_SAFE",15.034983,100.915798,119.4325,9.2219,0,3,0,-98,3.75,72
"14:56:31","<2>",921,215,"IDLE_SAFE",15.034983,100.915798,119.7824,9.2219,0,3,0,-96,6.5,72
"14:56:33","<2>",921,216,"IDLE_SAFE",15.034983,100.915798,119.6653,9.2219,0,3,0,-94,4.5,72
"14:56:36","<2>",921,217,"IDLE_SAFE",15.034983,100.915798,119.71,9.2219,0,3,0,-94,6.5,72
"14:56:38","<2>",921,218,"IDLE_SAFE",15.034983,100.915798,119.694,9.2219,0,3,0,-94,6.25,72
"14:56:39","<2>",921,219,"IDLE_SAFE",15.034983,100.915798,119.4855,9.2219,0,3,0,-95,4.5,72
"14:56:41","<2>",921,220,"IDLE_SAFE",15.034983,100.915798,119.8954,9.2219,0,3,0,-97,5.5,72
"14:56:43","<2>",921,221,"IDLE_SAFE",15.034983,100.915798,119.5913,9.2219,0,3,0,-94,4.5,72
"14:56:45","<2>",921,222,"IDLE_SAFE",15.034983,100.915798,119.4305,9.2219,0,3,0,-97,3.5,72
"14:56:47","<2>",921,223,"IDLE_SAFE",15.034983,100.915798,119.7336,9.2219,0,3,0,-94,6.75,72
"14:56:49","<2>",921,224,"IDLE_SAFE",15.034983,100.915798,119.7377,9.2219,0,3,0,-95,5.25,72
"14:56:52","<2>",921,225,"IDLE_SAFE",15.034983,100.915798,119.4993,9.2219,0,3,0,-95,4.25,72
"14:56:54","<2>",921,226,"IDLE_SAFE",15.034983,100.915798,119.3606,9.2219,0,3,0,-95,6.25,72
"14:56:55","<2>",921,227,"IDLE_SAFE",15.034983,100.915798,119.5615,9.2219,0,3,0,-94,7.25,72
"14:56:57","<2>",921,228,"IDLE_SAFE",15.034983,100.915798,119.3575,9.2219,0,3,0,-97,5.5,72
"14:56:59","<2>",921,229,"IDLE_SAFE",15.034983,100.915798,119.3812,9.2219,0,3,0,-94,6.5,72
"14:57:01","<2>",921,230,"IDLE_SAFE",15.034983,100.915798,119.4141,9.2219,0,3,0,-98,4.5,72
"14:57:03","<2>",921,231,"IDLE_SAFE",15.034983,100.915798,119.3226,9.2219,0,3,0,-96,6.25,72
"14:57:05","<2>",921,232,"IDLE_SAFE",15.034983,100.915798,119.5286,9.2219,0,3,0,-95,5.75,72
"14:57:07","<2>",921,233,"IDLE_SAFE",15.034983,100.915798,119.5055,9.2219,0,3,0,-100,4.75,72
"14:57:09","<2>",921,234,"IDLE_SAFE",15.034983,100.915798,119.5533,9.2219,0,3,0,-107,0,72
"14:57:11","<2>",921,235,"IDLE_SAFE",15.034983,100.915798,119.4182,9.2219,0,3,0,-104,2.25,72
"14:57:13","<2>",921,236,"IDLE_SAFE",15.034983,100.915798,119.5132,9.2219,0,3,0,-102,3,72
"14:57:15","<2>",921,237,"IDLE_SAFE",15.034983,100.915798,119.5286,9.2219,0,3,0,-100,5,72
"14:57:17","<2>",921,238,"IDLE_SAFE",15.034983,100.915798,119.4546,9.2219,0,3,0,-104,2.25,72
"14:57:19","<2>",921,239,"IDLE_SAFE",15.034983,100.915798,119.4983,9.2219,0,3,0,-110,-1,72
"14:57:21","<2>",921,240,"IDLE_SAFE",15.034983,100.915798,119.6298,9.2219,0,3,0,-111,-2,72
"14:57:23","<2>",921,241,"IDLE_SAFE",15.034983,100.915798,119.544,9.2219,0,3,0,-96,6,72
"14:57:25","<2>",921,242,"IDLE_SAFE",15.034983,100.915798,119.6324,9.2219,0,3,0,-100,5,72
"14:57:27","<2>",921,243,"IDLE_SAFE",15.034983,100.915798,119.5522,9.2219,0,3,0,-106,2.25,72
"14:57:29","<2>",921,244,"IDLE_SAFE",15.034983,100.915798,119.1967,9.2219,0,3,0,-109,-1,72
"14:57:31","<2>",921,245,"IDLE_SAFE",15.034983,100.915798,119.3694,9.2219,0,3,0,-104,2.5,72
"14:57:33","<2>",921,246,"IDLE_SAFE",15.034983,100.915798,119.4824,9.2219,0,3,0,-107,0.5,72
"14:57:35","<2>",921,247,"IDLE_SAFE",15.034983,100.915798,119.2142,9.2219,0,3,0,-100,5.25,72
"14:57:37","<2>",921,248,"IDLE_SAFE",15.034983,100.915798,119.3457,9.2219,0,3,0,-96,6.25,72
"14:57:39","<2>",921,249,"IDLE_SAFE",15.034983,100.915798,119.4587,9.2219,0,3,0,-103,2.75,72
"14:57:41","<2>",921,250,"IDLE_SAFE",15.034983,100.915798,119.7809,9.2219,0,3,0,-102,3.5,72
"14:57:44","<2>",921,251,"IDLE_SAFE",15.034983,100.915798,119.4361,9.2219,0,3,0,-102,3.75,72
"14:57:45","<2>",921,252,"IDLE_SAFE",15.034983,100.915798,119.5975,9.2219,0,3,0,-101,3.5,72
"14:57:48","<2>",921,253,"IDLE_SAFE",15.034983,100.915798,119.393,9.2219,0,3,0,-101,4.5,72
"14:57:49","<2>",921,254,"IDLE_SAFE",15.034983,100.915798,119.2682,9.2219,0,3,0,-110,-2,72
"14:57:51","<2>",921,255,"IDLE_SAFE",15.034983,100.915798,119.4839,9.2219,0,3,0,-102,3,72
"14:57:56","<2>",921,1,"IDLE_SAFE",15.034983,100.915798,119.6118,9.2219,0,3,0,-102,4.5,70
"14:57:57","<2>",921,2,"IDLE_SAFE",15.034983,100.915798,119.3103,9.2219,0,3,0,-103,3.75,70
"14:58:01","<2>",921,4,"IDLE_SAFE",15.034983,100.915798,119.8117,9.2219,0,3,0,-102,3,70
"14:58:04","<2>",921,5,"IDLE_SAFE",15.034983,100.915798,119.7783,9.2219,0,3,0,-102,4,70
"14:58:05","<2>",921,6,"IDLE_SAFE",15.034983,100.915798,119.5707,9.2219,0,3,0,-110,-2,70
"14:58:07","<2>",921,7,"IDLE_SAFE",15.034983,100.915798,119.5266,9.2219,0,3,0,-111,-2.25,70
"14:58:09","<2>",921,8,"IDLE_SAFE",15.034983,100.915798,119.7125,9.2219,0,4,0,-107,1.5,70
"14:58:13","<2>",921,10,"IDLE_SAFE",15.034983,100.915798,119.5707,9.2219,0,4,0,-108,0.5,71
"14:58:15","<2>",921,11,"IDLE_SAFE",15.034983,100.915798,119.5194,9.2219,0,4,0,-109,-0.5,71
"14:58:17","<2>",921,12,"IDLE_SAFE",15.034983,100.915798,119.5004,9.2219,0,4,0,-105,2,71
"14:58:19","<2>",921,13,"IDLE_SAFE",15.034983,100.915798,119.3139,9.2219,0,4,0,-101,4.5,71
"14:58:21","<2>",921,14,"IDLE_SAFE",15.034983,100.915798,119.5404,9.2219,0,4,0,-104,3,71
"14:58:26","<2>",921,16,"ARMED",15.034983,"100.915.915798",119.5404,9.2219,0,4,0,-104,3,71
"14:58:32","<2>",921,19,"PAD_PREOP",15.034983,100.915798,119.6391,9.2219,0,6,0,-103,3.5,71
"14:58:34","<2>",921,20,"PAD_PREOP",15.034983,100.915798,119.524,9.2219,0,6,0,-105,2,71
"14:58:36","<2>",921,21,"PAD_PREOP",15.034983,100.915798,119.5168,9.2219,0,6,0,-103,1.75,71
"14:58:38","<2>",921,22,"PAD_PREOP",15.034983,100.915798,119.7166,9.2219,0,6,0,-104,2.75,71
"14:58:40","<2>",921,23,"PAD_PREOP",15.034983,100.915798,119.7942,9.2219,0,6,0,-108,0.25,71
"14:58:42","<2>",921,24,"PAD_PREOP",15.034983,100.915798,119.598,9.2219,0,6,0,-104,2.5,71
"14:58:44","<2>",921,25,"PAD_PREOP",15.034983,100.915798,119.4634,9.2219,0,6,0,-107,1,71
"14:58:46","<2>",921,26,"PAD_PREOP",15.034983,100.915798,119.5076,9.2219,0,6,0,-105,1.75,71
"14:58:48","<2>",921,27,"PAD_PREOP",15.034983,100.915798,119.5055,9.2219,0,6,0,-102,3.75,71
"14:58:50","<2>",921,28,"PAD_PREOP",15.034983,100.915798,119.4428,9.2219,0,6,0,-104,3.25,71
"14:58:52","<2>",921,29,"PAD_PREOP",15.034983,100.915798,119.5456,9.2219,0,6,0,-104,2.75,71
"14:58:54","<2>",921,30,"PAD_PREOP",15.034983,100.915798,119.8204,9.2219,0,6,0,-106,1.5,71
"14:58:56","<2>",921,31,"PAD_PREOP",15.034983,100.915798,119.7177,9.2219,0,6,0,-102,4,71
"14:58:58","<2>",921,32,"PAD_PREOP",15.034983,100.915798,119.3853,9.2219,0,6,0,-102,3.5,71
"14:59:00","<2>",921,33,"PAD_PREOP",15.034983,100.915798,119.6976,9.2219,0,6,0,-107,0.75,71
"14:59:02","<2>",921,34,"PAD_PREOP",15.034983,100.915798,119.3791,9.2219,0,6,0,-104,3,71
"14:59:04","<2>",921,35,"PAD_PREOP",15.034983,100.915798,119.5363,9.2219,0,6,0,-105,2,71
"14:59:06","<2>",921,36,"PAD_PREOP",15.034983,100.915798,119.9057,9.2219,0,6,0,-105,2.25,71
"14:59:08","<2>",921,37,"PAD_PREOP",15.034983,100.915798,119.8327,9.2219,0,6,0,-104,3,71
"14:59:10","<2>",921,38,"PAD_PREOP",15.034983,100.915798,119.9643,9.2219,0,6,0,-104,2.25,71
"14:59:12","<2>",921,39,"PAD_PREOP",15.034983,100.915798,119.9679,9.2219,0,6,0,-103,3.5,71
"14:59:14","<2>",921,40,"PAD_PREOP",15.034983,100.915798,119.8214,9.2219,0,6,0,-102,3.75,71
"14:59:16","<2>",921,41,"PAD_PREOP",15.034983,100.915798,119.6093,9.2219,0,6,0,-103,3.75,71
"14:59:18","<2>",921,42,"PAD_PREOP",15.034983,100.915798,119.7485,9.2219,0,6,0,-102,3.75,71
"14:59:20","<2>",921,43,"PAD_PREOP",15.034983,100.915798,119.6535,9.2219,0,6,0,-101,4.25,71
"14:59:22","<2>",921,44,"PAD_PREOP",15.034983,100.915798,119.6134,9.2219,0,6,0,-100,5,71
"14:59:24","<2>",921,45,"PAD_PREOP",15.034983,100.915798,119.6976,9.2219,0,6,0,-101,4.5,71
"14:59:26","<2>",921,46,"PAD_PREOP",15.034983,100.915798,119.5507,9.2219,0,6,0,-100,4.75,71
"14:59:28","<2>",921,47,"PAD_PREOP",15.034983,100.915798,119.6046,9.2219,0,6,0,-101,4,71
"14:59:30","<2>",921,48,"PAD_PREOP",15.034983,100.915798,119.6935,9.2219,0,6,0,-104,2.75,71
"14:59:32","<2>",921,49,"PAD_PREOP",15.034983,100.915798,119.712,9.2219,0,6,0,-101,3.75,71
"14:59:34","<2>",921,50,"PAD_PREOP",15.034983,100.915798,119.5862,9.2219,0,6,0,-101,4.5,71
"14:59:36","<2>",921,51,"PAD_PREOP",15.034983,100.915798,119.6005,9.2219,0,6,0,-101,4.25,71
"14:59:38","<2>",921,52,"PAD_PREOP",15.034983,100.915798,119.9232,9.2219,0,6,0,-100,5.25,71
"14:59:40","<2>",921,53,"PAD_PREOP",15.034983,100.915798,119.6992,9.2219,0,6,0,-100,5,71
"14:59:42","<2>",921,54,"PAD_PREOP",15.034983,100.915798,119.6375,9.2219,0,6,0,-100,4.5,71
"14:59:44","<2>",921,55,"PAD_PREOP",15.034983,100.915798,119.7033,9.2219,0,6,0,-87,7.25,71
"14:59:46","<2>",921,55,"PAD_PREOP",15.034983,100.915798,119.7033,9.2219,0,6,0,-87,7.25,71
"14:59:48","<2>",921,55,"PAD_PREOP",15.034983,100.915798,119.7033,9.2219,0,6,0,-87,7.25,71
"14:59:49","<2>",921,56,"POWERED",15.034983,100.915798,119.8872,9.2219,0,6,0,-100,4.75,69
"14:59:51","<2>",921,57,"COASTING",15.034983,100.915798,918.3795,9.2219,0,6,0,-110,-1,70
"14:59:53","<2>",921,58,"COASTING",15.034983,100.915798,1018.6127,19.6501,0,6,0,-97,7,72
